TripID,MonitorID,PurposeCode,PurposeJP,PurposeENG,DepartureTime,ArrivalTime,TripDurationSec,ODDistanceM,LatitudeO,LongitudeO,DistrictCodeO,DistrictNameO,Zone4codeO,Zone4nameO,Zone5codeO,Zone5nameO,LatitudeD,LongitudeD,DistrictCodeD,DistrictNameD,Zone4codeD,Zone4nameD,Zone5codeD,Zone5nameD,Age,Gender,Male,HomeLocation,MainModeCode,MainModeJP,MainModeENG,ChoiceTime,ModeAvailableCar,DistanceCar,TimeCar,ModeAvailableTrain,TimeTrain,FareTrain,DepartureStation,ArrivalStation,NumberChanges,AccessDistanceTrain,AccessTimeTrain,EgressDistanceTrain,EgressTimeTrain,TotalTimeTrain,ModeAvailableBike,DistanceBike,TimeBike,ModeAvailableWalk,DistanceWalk,TimeWalk,ModeAvailableBus,DistanceBus,TimeBus,FareBus,AcessDistanceBus,AccessTimeBus,EgressDistanceBus,EgressTimeBus,TotalTimeBus
257997,yd027,400,業務,Work,2009/11/27 14:51:28,2009/11/27 15:05:27,839,416.975574390899,35.4449255,139.6375395,104,中区,1003002,関内,100300214,尾上町,35.44864841,139.6380973,104,中区,1003002,関内,100300208,南仲通,38,男,1,東京都世田谷区,420,徒歩,Walk,6.4,1,555,2.1,0,0,0,0,0,0,0,0,0,0,0,1,540,2.7,1,540,6.4,1,0.74,1,210,245,3.7,249,3.7,8.4
255288,yd027,100,出勤,Commute,2009/10/29 07:13:28,2009/10/29 08:20:38,4030,21002.5950694533,35.63086695,139.6796394,,,,,,,35.4449952,139.6381671,104,中区,1003002,関内,100300213,常盤町,38,男,1,東京都世田谷区,200,鉄道,Rail,51.1,1,26590,49.8,1,33,420,学芸大学,馬車道,2,626,8.1,837,10,51.1,1,23812,119.1,1,23812,294.4,0,0,0,0,0,0,0,0,0
256534,yd025,200,帰宅,Return Home,2009/11/11 23:00:19,2009/11/11 23:36:41,2182,10877.7879911558,35.45124471,139.630909,104,中区,1003001,野毛,100300102,桜木町Ａ,35.36627776,139.5713855,115,栄区,1009248,上郷,100924801,上郷町Ａ,39,女,0,神奈川県横浜市栄区,200,鉄道,Rail,40.7,1,16940,31.1,1,21,210,桜木町,港南台,0,221,2.7,1382,17,40.7,1,11844,59.2,1,11844,148.2,0,0,0,0,0,0,0,0,0
257723,yd021,300,帰社,Return to Office,2009/11/24 15:00:00,2009/11/24 15:37:49,2269,2668.08318051086,35.46529955,139.6223796,103,西区,1002001,高島,100200102,高島二丁目,35.44433535,139.6367186,104,中区,1003002,関内,100300215,真砂町,46,男,1,神奈川県茅ヶ崎市,200,鉄道,Rail,18.1,1,3101,12.5,1,5,180,横浜,馬車道,0,235,2.9,856,10.2,18.1,1,2952,14.8,1,2952,35.5,0,0,0,0,0,0,0,0,0
256233,yd021,200,帰宅,Return Home,2009/11/08 16:12:17,2009/11/08 17:36:01,5024,23953.0051693746,35.51311797,139.5380295,113,緑区,1008112,中山,100811203,台村町Ａ,35.32519701,139.4087256,207,茅ヶ崎市,2070202,東海岸北,207020202,東海岸北二丁目,46,男,1,神奈川県茅ヶ崎市,200,鉄道,Rail,67.4,1,35427,64.3,1,55,820,中山,茅ヶ崎,2,315,4,697,8.4,67.4,1,27016,135.1,1,27016,337.5,0,0,0,0,0,0,0,0,0
256130,yd027,500,買い物,Shopping,2009/11/07 11:58:34,2009/11/07 12:05:06,392,312.325439630545,35.63039481,139.6802671,,,,,,,35.62972964,139.6836251,,,,,,,38,男,1,東京都世田谷区,420,徒歩,Walk,5.2,1,574,4.6,0,0,0,0,0,0,0,0,0,0,0,1,396,2,1,396,5.2,0,0,0,0,0,0,0,0,0
257487,yd007,200,帰宅,Return Home,2009/11/21 13:47:33,2009/11/21 14:27:35,2402,1964.20917551809,35.4429299,139.6482361,104,中区,1003003,山下,100300301,山下町,35.42550623,139.6518249,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,53,男,1,神奈川県横浜市中区,410,自転車,Bicycle,11.8,1,2745,13.6,1,21,520,日本大通り,山手,2,785,9.4,769,9.7,40.1,1,2364,11.8,1,2364,28.6,0,0,0,0,0,0,0,0,0
256658,yd024,300,帰社,Return to Office,2009/11/13 16:00:03,2009/11/13 16:31:22,1879,2729.08743030361,35.46557852,139.621988,103,西区,1002001,高島,100200102,高島二丁目,35.44422806,139.6368581,104,中区,1003002,関内,100300215,真砂町,40,男,1,神奈川県川崎市多摩区,200,鉄道,Rail,18.8,1,3685,14.3,1,5,180,横浜,馬車道,0,229,2.8,917,11,18.8,1,3100,15.5,1,3100,37.3,0,0,0,0,0,0,0,0,0
255520,yd014,200,帰宅,Return Home,2009/10/31 14:34:43,2009/10/31 14:45:58,675,888.189984365785,35.4641355,139.6233076,103,西区,1002001,高島,100200102,高島二丁目,35.45901781,139.615776,103,西区,1002005,平沼,100200504,平沼二丁目,0,男,1,神奈川県横浜市西区,410,自転車,Bicycle,4.8,1,1114,5,1,1,140,横浜,平沼橋,0,406,4.9,135,1.6,7.5,1,967,4.8,1,967,11.6,1,0.7,2,210,115,1.7,351,5.3,9
257767,yd026,100,出勤,Commute,2009/11/25 06:45:44,2009/11/25 08:02:10,4586,22294.4841172532,35.45305794,139.3918062,215,海老名市,1009248,上郷,215010505,海老名駅東口,35.44339656,139.6376789,104,中区,1003002,関内,100300216,港町,33,男,1,神奈川県海老名市,200,鉄道,Rail,52.9,1,30512,58,1,44,430,海老名,関内,1,287,3.4,458,5.5,52.9,1,25791,129,1,25791,322.7,0,0,0,0,0,0,0,0,0
255522,yd008,500,買い物,Shopping,2009/10/31 14:41:18,2009/10/31 15:07:41,1583,1895.44052755885,35.44199649,139.6479571,104,中区,1003003,山下,100300301,山下町,35.43081707,139.6637553,104,中区,1003010,本牧,100301006,小港町,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,12.1,1,2388,7.5,1,2,180,日本大通り,元町・中華街,0,845,10.2,2164,26.4,38.6,1,2426,12.1,1,2426,29.5,1,2.16,8,210,256,3.8,290,4.4,16.2
257458,yd021,600,食事,Meal,2009/11/21 10:37:51,2009/11/21 11:02:20,1469,5207.73378979753,35.37652914,139.4214874,207,茅ヶ崎市,2070604,芹沢,207060405,小林,35.33131781,139.4064671,207,茅ヶ崎市,2070503,北口,100301701,元町,46,男,1,神奈川県茅ヶ崎市,500,自動車,Car,18.7,1,6343,18.7,1,5,180,香川,茅ヶ崎,0,3694,45.1,265,3.3,53.4,1,5831,29.2,1,5831,73.1,0,0,0,0,0,0,0,0,0
258039,yd007,200,帰宅,Return Home,2009/11/27 22:08:45,2009/11/27 23:24:48,4563,27950.3725117237,35.41803904,139.3434888,212,厚木市,2120709,愛甲,212070907,宿,35.42552772,139.6518571,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,53,男,1,神奈川県横浜市中区,200,鉄道,Rail,75.5,1,39861,80.2,1,65,600,愛甲石田,山手,2,76,0.9,766,9.6,75.5,1,32670,163.4,1,32670,408.5,0,0,0,0,0,0,0,0,0
256190,yd024,700,娯楽,Leisure,2009/11/08 07:58:31,2009/11/08 09:00:46,3735,11229.6589467877,35.60931805,139.5937765,134,高津区,1300404,久地,130040409,久地４丁目,35.55851701,139.4864292,117,青葉区,1008249,奈良東,100824901,奈良町Ａ,40,男,1,神奈川県川崎市多摩区,200,鉄道,Rail,44.5,1,17448,41.2,1,42,490,久地,こどもの国,2,120,1.4,82,1.1,44.5,1,13764,68.8,1,13764,174.6,0,0,0,0,0,0,0,0,0
255593,yd002,200,帰宅,Return Home,2009/11/01 12:50:46,2009/11/01 13:08:26,1060,763.120534523888,35.44862687,139.629938,104,中区,1003001,野毛,100300104,野毛町,35.44915797,139.6215374,103,西区,1002004,西戸部,100200401,西戸部町,44,男,1,神奈川県横浜市西区,420,徒歩,Walk,11.4,1,1294,7.8,1,9,250,桜木町,戸部,1,252,3,1082,12.9,24.9,1,951,4.8,1,951,11.4,1,0.86,4,210,342,5.1,230,3.5,12.6
256805,yd008,200,帰宅,Return Home,2009/11/15 11:37:49,2009/11/15 12:15:44,2275,1688.78442578461,35.43919624,139.6448565,104,中区,1003017,山手,100301702,石川町,35.42517906,139.6520395,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,10.2,1,10339,22.8,1,3,130,石川町,山手,0,262,3.2,810,10.2,16.4,1,2039,10.2,1,2039,25.6,1,1.1,4,210,269,4,463,6.9,14.9
255534,yd008,200,帰宅,Return Home,2009/10/31 16:12:44,2009/10/31 16:28:06,922,1262.77733262309,35.43067759,139.6640987,104,中区,1003010,本牧,100301006,小港町,35.42542583,139.6517391,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,9.4,1,1878,8.7,1,24,340,元町・中華街,山手,1,2130,26.2,781,9.8,60,1,1877,9.4,1,1877,23.3,0,0,0,0,0,0,0,0,0
257545,yd028,500,買い物,Shopping,2009/11/22 09:21:19,2009/11/22 12:14:36,10397,22672.8918557963,35.46086852,139.5419455,112,旭区,1005105,万騎が原,100510501,南本宿町Ａ,35.61643665,139.3798972,,,,,,,37,男,1,神奈川県横浜市旭区,200,鉄道,Rail,81.8,1,27472,53.6,1,60,660,二俣川,南大沢,4,1225,16,463,5.8,81.8,1,25023,125.1,1,25023,314.2,0,0,0,0,0,0,0,0,0
257323,yd027,100,出勤,Commute,2009/11/20 07:15:10,2009/11/20 08:19:41,3871,20955.1613078992,35.62886596,139.6854651,,,,,,,35.44432998,139.6383065,104,中区,1003002,関内,100300214,尾上町,38,男,1,東京都世田谷区,200,鉄道,Rail,45.6,1,25783,47,1,33,420,学芸大学,馬車道,2,114,1.4,936,11.2,45.6,1,23792,119,1,23792,293.5,0,0,0,0,0,0,0,0,0
256466,yd010,100,出勤,Commute,2009/11/11 06:41:20,2009/11/11 09:34:13,10373,37084.4995765906,35.25634468,139.6725583,201,横須賀市,2010407,公郷,201040703,公郷３丁目,35.42620896,139.3206364,212,厚木市,2120802,岡津古久,212080201,日産テクニカル１,36,男,1,神奈川県横須賀市,100,自動車,Car,104.2,1,49615,104.2,1,85,1140,衣笠,愛甲石田,3,1346,16.9,2807,35.4,137.3,1,43253,216.3,1,43253,538.6,0,0,0,0,0,0,0,0,0
256568,yd022,300,帰社,Return to Office,2009/11/12 10:58:58,2009/11/12 11:15:04,966,869.465394564056,35.44866983,139.6452481,104,中区,1003002,関内,100300204,海岸通,35.44471621,139.6369654,104,中区,1003002,関内,100300215,真砂町,37,男,1,神奈川県横浜市戸塚区,420,徒歩,Walk,13.6,1,1176,4.8,0,0,0,0,0,0,0,0,0,0,0,1,1128,5.6,1,1128,13.6,1,0.47,3,210,294,4.4,300,4.5,11.9
256238,yd007,200,帰宅,Return Home,2009/11/08 16:31:04,2009/11/08 16:53:00,1316,1361.22910159177,35.42364478,139.6662069,104,中区,1003010,本牧,100301008,本牧原Ａ,35.42539903,139.6513367,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,53,男,1,神奈川県横浜市中区,410,自転車,Bicycle,9.4,1,1946,8.9,0,0,0,0,0,0,0,0,0,0,0,1,1881,9.4,1,1881,24.5,1,1.4,6,210,296,4.4,445,6.7,17.1
256338,yd029,200,帰宅,Return Home,2009/11/09 17:50:26,2009/11/09 18:39:11,2925,3096.54773413471,35.44654547,139.6344978,104,中区,1003002,関内,100300214,尾上町,35.43095653,139.6628273,104,中区,1003010,本牧,100301003,本牧町Ａ,50,女,0,神奈川県横浜市中区,240,バス,Bus,21.2,1,3757,13.3,1,19,210,桜木町,元町・中華街,0,556,6.6,2147,26.1,51.7,1,3589,17.9,1,3589,42.7,1,3.65,15,210,101,1.5,310,4.7,21.2
257430,yd017,200,帰宅,Return Home,2009/11/21 07:40:59,2009/11/21 07:46:48,349,581.071006812266,35.43819851,139.6427697,104,中区,1003017,山手,100301702,石川町,35.43594545,139.6485579,104,中区,1003017,山手,100301703,山手町,47,男,1,神奈川県横浜市中区,100,自動車,Car,6.7,1,1266,6.7,1,1,130,関内,石川町,0,1317,15.8,1008,12.1,28.9,1,838,4.2,1,838,10,1,0.29,2,210,105,1.6,225,3.4,7
255469,yd014,100,出勤,Commute,2009/10/31 09:37:12,2009/10/31 09:47:27,615,973.278979624625,35.45961862,139.6144188,103,西区,1002008,岡野,100200801,西平沼町,35.46449486,139.6233451,103,西区,1002001,高島,100200102,高島二丁目,0,男,1,神奈川県横浜市西区,410,自転車,Bicycle,6,1,1968,6.3,1,2,140,平沼橋,横浜,0,312,3.8,362,4.4,10.2,1,1196,6,1,1196,14.4,1,0.7,3,210,462,6.9,153,2.3,12.2
255552,yd020,200,帰宅,Return Home,2009/10/31 20:42:27,2009/10/31 21:13:17,1850,2548.24116430431,35.46735942,139.6216178,103,西区,1002006,北幸,100200603,北幸一丁目,35.48967545,139.6280391,102,神奈川区,1001016,白楽,100101603,白楽,0,女,0,神奈川県横浜市神奈川区,200,鉄道,Rail,8.9,1,3843,12.7,1,5,120,横浜,白楽,0,298,3.6,19,0.3,8.9,1,2948,14.7,1,2948,37.4,0,0,0,0,0,0,0,0,0
257502,yd023,600,食事,Meal,2009/11/21 16:06:05,2009/11/21 18:00:25,6860,7404.20413382003,35.67219981,139.7190786,,,,,,,35.61612554,139.6748651,,,,,,,45,男,1,神奈川県横浜市旭区,200,鉄道,Rail,46.2,1,10218,28,1,28,410,国立競技場,都立大学,1,1228,14.7,282,3.5,46.2,1,7914,39.6,1,7914,97.2,0,0,0,0,0,0,0,0,0
255856,yd011,999,その他,Other,2009/11/04 11:26:42,2009/11/04 14:22:41,10559,48185.7425120446,35.43582743,139.360419,212,厚木市,2120101,駅北,212010115,中町４,35.64605898,139.826206,,,,,,,31,男,1,神奈川県厚木市,200,鉄道,Rail,96.9,1,60723,125.3,1,89,770,本厚木,新木場,2,541,6.7,99,1.2,96.9,1,55160,275.8,1,55160,683.9,0,0,0,0,0,0,0,0,0
255867,yd023,400,業務,Work,2009/11/04 14:48:40,2009/11/04 17:10:21,8501,5178.574568173,35.44395989,139.6370351,104,中区,1003002,関内,100300216,港町,35.39992878,139.6183884,107,磯子区,1006015,森２,100601501,森一丁目,45,男,1,神奈川県横浜市旭区,200,鉄道,Rail,15.2,1,8352,16.1,1,9,160,関内,磯子,0,379,4.6,132,1.6,15.2,1,6123,30.6,1,6123,74.8,1,6.6,28,210,252,3.8,357,5.4,37.2
256163,yd007,200,帰宅,Return Home,2009/11/07 16:14:58,2009/11/07 16:42:16,1638,5299.44153225112,35.46669962,139.6234256,103,西区,1002001,高島,100200102,高島二丁目,35.42500738,139.6517873,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,53,男,1,神奈川県横浜市中区,200,鉄道,Rail,22.3,1,6348,22.8,1,10,150,横浜,山手,0,220,2.7,762,9.6,22.3,1,6067,30.3,1,6067,73.9,0,0,0,0,0,0,0,0,0
257231,yd008,100,出勤,Commute,2009/11/19 08:20:53,2009/11/19 08:30:47,594,1067.40438363683,35.42528635,139.6517766,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,35.43004992,139.6620065,104,中区,1003010,本牧,100301003,本牧町Ａ,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,7.5,1,1551,8.2,1,19,210,山手,元町・中華街,0,799,9,2131,25.6,53.6,1,1494,7.5,1,1494,17.6,1,0.73,4,210,452,6.8,254,3.8,14.6
256964,yd025,200,帰宅,Return Home,2009/11/16 18:33:39,2009/11/16 19:10:01,2182,10475.7113253207,35.44398668,139.6366651,104,中区,1003002,関内,100300216,港町,35.36631525,139.5712191,115,栄区,1009248,上郷,100924801,上郷町Ａ,39,女,0,神奈川県横浜市栄区,200,鉄道,Rail,38.6,1,12210,35.8,1,18,210,関内,港南台,0,313,3.8,1367,16.8,38.6,1,11614,58.1,1,11614,145.4,0,0,0,0,0,0,0,0,0
256111,yd008,999,その他,Other,2009/11/07 09:49:28,2009/11/07 09:59:54,626,865.326313267566,35.42541503,139.6517874,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,35.43288769,139.6491158,104,中区,1003016,本郷,100301602,麦田町,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,5.6,1,1200,7.9,1,2,130,山手,石川町,0,780,9.1,1159,14.3,25.4,1,1124,5.6,1,1124,13.5,1,0.22,1,210,438,6.6,219,3.3,10.9
257973,yd008,100,出勤,Commute,2009/11/27 08:21:46,2009/11/27 09:08:51,2825,1028.58748423103,35.42555992,139.6515996,104,中区,1003012,西之谷,100301201,本牧緑ケ丘,35.43000701,139.6615559,104,中区,1003010,本牧,100301003,本牧町Ａ,0,女,0,神奈川県横浜市中区,410,自転車,Bicycle,7.2,1,1501,8.3,1,19,210,山手,元町・中華街,0,772,9,2103,25.3,53.3,1,1431,7.2,1,1431,16.8,1,0.48,3,210,424,6.4,429,6.4,15.8
257376,yd013,500,買い物,Shopping,2009/11/20 15:51:33,2009/11/20 15:58:46,433,727.81551273813,35.45638918,139.6267784,103,西区,1002002,みなとみらい,100200207,みなとみらい四丁目,35.46204871,139.622739,103,西区,1002001,高島,100200102,高島二丁目,0,女,0,神奈川県横浜市西区,410,自転車,Bicycle,4.3,1,2938,7.5,1,1,200,高島町,横浜,0,566,6.8,662,8,15.8,1,855,4.3,1,855,10.3,1,0.69,8,210,191,2.9,124,1.9,12.8
256468,yd024,100,出勤,Commute,2009/11/11 06:56:22,2009/11/11 08:45:36,6554,17168.1342281379,35.61667801,139.5790083,135,多摩区,1300502,宿河原,130050207,宿河原４丁目Ａ,35.46649584,139.6231682,103,西区,1002001,高島,100200102,高島二丁目,40,男,1,神奈川県川崎市多摩区,200,鉄道,Rail,55.8,1,28088,52.1,1,40,380,登戸,横浜,1,1069,13.5,188,2.3,55.8,1,20453,102.3,1,20453,253.8,0,0,0,0,0,0,0,0,0
255748,yd026,200,帰宅,Return Home,2009/11/02 18:24:10,2009/11/02 20:04:43,6033,22602.1743439151,35.44350926,139.6379471,104,中区,1003002,関内,100300215,真砂町,35.45424886,139.3887377,215,海老名市,1009248,上郷,215010507,ＪＲ海老名駅,33,男,1,神奈川県海老名市,200,鉄道,Rail,50.7,1,30911,54.1,1,41,500,関内,海老名,1,507,6.1,284,3.6,50.7,1,26029,130.1,1,26029,322.4,0,0,0,0,0,0,0,0,0
257282,yd003,200,帰宅,Return Home,2009/11/19 17:35:34,2009/11/19 18:55:40,4806,23385.5274226574,35.32892525,139.6401787,201,横須賀市,2010104,夏島,201010401,夏島町,35.53495652,139.6921868,132,幸区,1300201,幸町,130020112,中幸町４丁目,36,男,1,神奈川県川崎市幸区,100,自動車,Car,54.9,1,30249,54.9,1,53,710,野島公園,矢向,3,893,10.6,1275,16.1,79.7,1,28822,144.1,1,28822,356.7,0,0,0,0,0,0,0,0,0
255677,yd025,400,業務,Work,2009/11/02 07:36:13,2009/11/02 08:25:07,2934,10446.6197376792,35.36664791,139.5712567,115,栄区,1009248,上郷,100924801,上郷町Ａ,35.44393839,139.6368153,104,中区,1003002,関内,100300216,港町,39,女,0,神奈川県横浜市栄区,200,鉄道,Rail,39.3,1,13978,35.6,1,18,210,港南台,関内,0,1335,17,360,4.3,39.3,1,11499,57.5,1,11499,142.2,0,0,0,0,0,0,0,0,0
256583,yd021,200,帰宅,Return Home,2009/11/12 17:39:19,2009/11/12 19:43:13,7434,24454.8427906106,35.44440514,139.6368098,104,中区,1003002,関内,100300215,真砂町,35.32557789,139.4097663,207,茅ヶ崎市,2070202,東海岸北,207020202,東海岸北二丁目,46,男,1,神奈川県茅ヶ崎市,200,鉄道,Rail,62.7,1,30498,54,1,43,660,馬車道,茅ヶ崎,1,841,10,802,9.7,62.7,1,27598,138,1,27598,342,0,0,0,0,0,0,0,0,0
255824,yd013,200,帰宅,Return Home,2009/11/03 19:18:28,2009/11/03 19:35:27,1019,1596.16796629724,35.45322963,139.5986152,106,保土ケ谷区,1005012,天王寺,100501202,神戸町,35.45938795,139.6145368,103,西区,1002008,岡野,100200801,西平沼町,0,女,0,神奈川県横浜市西区,100,自動車,Car,10.3,1,3044,10.3,0,5,140,星川,平沼橋,0,0,0,0,0,0,1,1788,8.9,1,1788,21.6,1,1.3,5,210,325,4.9,406,6.1,16
255518,yd002,500,買い物,Shopping,2009/10/31 14:30:24,2009/10/31 15:07:32,2228,1944.96267696043,35.44930815,139.6213872,103,西区,1002004,西戸部,100200401,西戸部町,35.44683518,139.6426463,104,中区,1003002,関内,100300201,日本大通,44,男,1,神奈川県横浜市西区,420,徒歩,Walk,27.7,1,2887,13.7,1,22,290,戸部,馬車道,1,1081,12.8,756,9.1,43.9,1,2329,11.6,1,2329,27.7,0,0,0,0,0,0,0,0,0
257454,yd002,500,買い物,Shopping,2009/11/21 10:17:08,2009/11/21 10:51:34,2066,15137.4567451052,35.32144731,139.6204753,108,金沢区,1007027,六浦,100702702,六浦東二丁目,35.45751576,139.6264565,103,西区,1002002,みなとみらい,100200207,みなとみらい四丁目,44,男,1,神奈川県横浜市西区,100,自動車,Car,33,1,18519,33,1,42,490,六浦,高島町,1,1196,14.9,663,8,64.9,1,17262,86.3,1,17262,215.7,0,0,0,0,0,0,0,0,0
256081,yd021,200,帰宅,Return Home,2009/11/06 18:55:46,2009/11/06 20:17:26,4900,24401.5343489676,35.44499516,139.6358765,104,中区,1003002,関内,100300215,真砂町,35.32583006,139.4097984,207,茅ヶ崎市,2070202,東海岸北,207020202,東海岸北二丁目,46,男,1,神奈川県茅ヶ崎市,200,鉄道,Rail,53.2,1,30498,53.3,1,35,570,桜木町,茅ヶ崎,1,825,9.9,686,8.3,53.2,1,27728,138.6,1,27728,343.1,0,0,0,0,0,0,0,0,0
257708,yd025,600,食事,Meal,2009/11/24 12:02:13,2009/11/24 12:17:52,939,88.4989222278533,35.44420666,139.6366865,104,中区,1003002,関内,100300216,港町,35.44494687,139.6363271,104,中区,1003002,関内,100300215,真砂町,39,女,0,神奈川県横浜市栄区,420,徒歩,Walk,4.2,1,108,1.1,0,0,0,0,0,0,0,0,0,0,0,1,344,1.7,1,344,4.2,1,0.74,1,210,227,3.4,328,4.9,9.3
257515,yd004,200,帰宅,Return Home,2009/11/21 19:01:49,2009/11/21 20:05:24,3815,15690.5192913328,35.41921922,139.3556499,212,厚木市,2120902,酒井,212090205,中堰,35.44192678,139.5265979,116,泉区,1009326,岡津北,100932606,緑園四丁目,36,男,1,神奈川県横浜市泉区,100,自動車,Car,57.5,1,24359,57.5,1,50,420,愛甲石田,緑園都市,2,1190,16.2,700,9.8,76,1,19079,95.4,1,19079,239,0,0,0,0,0,0,0,0,0
258031,yd002,200,帰宅,Return Home,2009/11/27 19:40:03,2009/11/27 20:47:50,4067,27546.8016206069,35.42491617,139.318598,212,厚木市,2120802,岡津古久,212080201,日産テクニカル１,35.44933504,139.6212262,103,西区,1002004,西戸部,100200401,西戸部町,44,男,1,神奈川県横浜市西区,100,自動車,Car,74.1,1,37416,74.1,1,65,580,愛甲石田,戸部,2,3033,36.8,1073,12.8,114.6,1,32978,164.9,1,32978,406.2,0,0,0,0,0,0,0,0,0
256088,yd027,200,帰宅,Return Home,2009/11/06 19:51:30,2009/11/06 19:58:06,396,302.961856444996,35.62849586,139.6775795,,,,,,,35.63067916,139.6795857,,,,,,,38,男,1,東京都世田谷区,420,徒歩,Walk,4.8,1,799,5.6,0,0,0,0,0,0,0,0,0,0,0,1,410,2.1,1,410,4.8,0,0,0,0,0,0,0,0,0
256298,yd012,400,業務,Work,2009/11/09 12:17:12,2009/11/09 13:08:46,3094,25450.1040633076,35.65910521,139.7529549,,,,,,,35.45921629,139.6158189,103,西区,1002008,岡野,100200801,西平沼町,46,男,1,神奈川県横浜市西区,200,鉄道,Rail,54.2,1,28160,47.6,1,49,610,御成門,平沼橋,2,352,4.2,83,1,54.2,1,27510,137.6,1,27510,338.8,0,0,0,0,0,0,0,0,0
257457,yd023,700,娯楽,Leisure,2009/11/21 10:31:24,2009/11/21 12:28:52,7048,29877.4242840219,35.45959713,139.5175481,112,旭区,1005103,中希望ヶ丘,100510301,中希望が丘,35.67252698,139.7191,,,,,,,45,男,1,神奈川県横浜市旭区,200,鉄道,Rail,81.6,1,36371,71.3,1,64,730,希望ヶ丘,国立競技場,3,471,5.7,994,11.9,81.6,1,34154,170.8,1,34154,419.6,0,0,0,0,0,0,0,0,0
257667,yd011,200,帰宅,Return Home,2009/11/23 19:41:22,2009/11/23 19:55:49,867,674.099059258515,35.44070899,139.3647856,212,厚木市,2120101,駅北,212010113,中町２Ａ,35.43549478,139.3609876,212,厚木市,2120102,駅南,212010207,旭町５,31,男,1,神奈川県厚木市,420,徒歩,Walk,10.1,1,1007,6.5,0,0,0,0,0,0,0,0,0,0,0,1,831,4.2,1,831,10.1,0,0,0,0,0,0,0,0,0
255672,yd002,700,娯楽,Leisure,2009/11/02 07:01:04,2009/11/02 09:53:53,10369,43471.2038866483,35.45023625,139.6214783,103,西区,1002004,西戸部,100200401,西戸部町,35.64796864,140.0360781,,,,,,,44,男,1,神奈川県横浜市西区,200,鉄道,Rail,88.8,1,62428,112.8,1,69,2390,戸部,海浜幕張,2,908,10.9,743,8.9,88.8,1,57937,289.7,1,57937,717.1,0,0,0,0,0,0,0,0,0
256767,yd011,500,買い物,Shopping,2009/11/14 18:49:28,2009/11/14 19:46:20,3412,1788.02012997394,35.46588965,139.6198691,103,西区,1002006,北幸,100200601,南幸一丁目,35.45750504,139.6367186,103,西区,1002002,みなとみらい,100200208,みなとみらい一丁目,31,男,1,神奈川県厚木市,420,徒歩,Walk,26.7,1,2976,13.5,1,2,180,横浜,みなとみらい,0,242,2.9,507,6.1,11,1,2223,11.1,1,2223,26.7,0,0,0,0,0,0,0,0,0
257958,yd021,100,出勤,Commute,2009/11/27 06:55:42,2009/11/27 07:58:07,3745,24505.5714946347,35.32519701,139.40857,207,茅ヶ崎市,2070202,東海岸北,207020202,東海岸北二丁目,35.44363802,139.6365792,104,中区,1003002,関内,100300216,港町,46,男,1,神奈川県茅ヶ崎市,200,鉄道,Rail,50.2,1,30600,53.9,1,37,570,茅ヶ崎,関内,1,686,8.6,385,4.6,50.2,1,27722,138.6,1,27722,343,0,0,0,0,0,0,0,0,0
257836,yd003,200,帰宅,Return Home,2009/11/25 19:06:57,2009/11/25 20:20:35,4418,23433.0283742484,35.32902725,139.6405166,201,横須賀市,2010104,夏島,201010401,夏島町,35.53550907,139.6924389,132,幸区,1300201,幸町,130020112,中幸町４丁目,36,男,1,神奈川県川崎市幸区,100,自動車,Car,56,1,30354,56,1,53,710,野島公園,矢向,3,893,10.6,1376,17.1,80.7,1,28927,144.6,1,28927,357.9,0,0,0,0,0,0,0,0,0
257428,yd002,600,食事,Meal,2009/11/21 07:29:18,2009/11/21 07:42:15,777,5782.21697099855,35.49072689,139.6712977,101,鶴見区,1000112,生麦一丁目,100011202,生麦二丁目Ａ,35.4414761,139.6507788,104,中区,1003017,山手,100301701,元町,44,男,1,神奈川県横浜市西区,100,自動車,Car,21.3,1,10228,21.3,1,26,350,生麦,元町・中華街,1,664,8.8,231,2.8,37.6,1,9151,45.8,1,9151,112.1,0,0,0,0,0,0,0,0,0
256518,yd026,200,帰宅,Return Home,2009/11/11 18:56:04,2009/11/11 20:09:39,4415,23215.7653999712,35.46468797,139.6254373,103,西区,1002001,高島,100200102,高島二丁目,35.3709555,139.3964679,321,寒川町,2120901,岡田,321020708,岡田四丁目Ａ,33,男,1,神奈川県海老名市,200,鉄道,Rail,68.3,1,30228,53.1,1,47,570,横浜,寒川,1,557,6.7,1172,14.6,68.3,1,27243,136.2,1,27243,335.3,0,0,0,0,0,0,0,0,0
